Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2014,7,30,20,30,0,0,0,0,0,0
2014,7,30,21,0,0,0,0,0,0,0
2014,7,30,21,30,0,0,0,0,0,0
2014,7,30,22,0,0,0,0,0,0,0
2014,7,30,22,30,0,0,0,0,0,0
2014,7,30,23,0,0,0,0,0,0,0
2014,7,30,23,30,0,0,0,0,0,0
2014,7,31,0,0,0,0,0,0,0,0
2014,7,31,0,30,0,0,0,0,0,0
2014,7,31,1,0,0,0,0,0,0,0
2014,7,31,1,30,0,0,0,0,0,0
2014,7,31,2,0,0,0,0,0,0,0
2014,7,31,2,30,0,0,0,0,0,0
2014,7,31,3,0,0,0,0,0,0,0
2014,7,31,3,30,0,0,0,0,0,0
2014,7,31,4,0,0,0,0,0,0,0
2014,7,31,4,30,0,0,0,0,0,0
2014,7,31,5,0,18,129,26,18,129,26
2014,7,31,5,30,49,297,93,49,297,93
2014,7,31,6,0,71,442,177,71,442,177
2014,7,31,6,30,88,545,268,88,545,268
2014,7,31,7,0,102,620,362,102,620,362
2014,7,31,7,30,113,678,455,113,678,455
2014,7,31,8,0,122,722,545,122,722,545
2014,7,31,8,30,130,756,629,130,756,629
2014,7,31,9,0,136,782,705,136,782,705
2014,7,31,9,30,141,802,771,141,802,771
2014,7,31,10,0,146,818,826,146,818,826
2014,7,31,10,30,149,828,869,149,828,869
2014,7,31,11,0,151,834,898,445,170,598
2014,7,31,11,30,152,837,914,440,184,608
2014,7,31,12,0,152,836,915,441,184,609
2014,7,31,12,30,152,832,903,429,227,635
2014,7,31,13,0,151,825,877,430,211,616
2014,7,31,13,30,148,813,838,399,223,589
2014,7,31,14,0,145,798,786,375,220,552
2014,7,31,14,30,140,777,723,140,777,723
2014,7,31,15,0,135,750,649,135,750,649
2014,7,31,15,30,128,716,568,128,716,568
2014,7,31,16,0,119,673,481,119,673,481
2014,7,31,16,30,109,620,390,109,620,390
2014,7,31,17,0,96,552,297,96,552,297
2014,7,31,17,30,80,465,207,80,465,207
2014,7,31,18,0,58,357,123,58,357,123
2014,7,31,18,30,38,177,54,54,0,54
2014,7,31,19,0,0,0,0,0,0,0
2014,7,31,19,30,0,0,0,0,0,0
2014,7,31,20,0,0,0,0,0,0,0
2014,7,31,20,30,0,0,0,0,0,0
2014,7,31,21,0,0,0,0,0,0,0
2014,7,31,21,30,0,0,0,0,0,0
2014,7,31,22,0,0,0,0,0,0,0
2014,7,31,22,30,0,0,0,0,0,0
2014,7,31,23,0,0,0,0,0,0,0
2014,7,31,23,30,0,0,0,0,0,0
2014,8,1,0,0,0,0,0,0,0,0
2014,8,1,0,30,0,0,0,0,0,0
2014,8,1,1,0,0,0,0,0,0,0
2014,8,1,1,30,0,0,0,0,0,0
2014,8,1,2,0,0,0,0,0,0,0
2014,8,1,2,30,0,0,0,0,0,0
2014,8,1,3,0,0,0,0,0,0,0
2014,8,1,3,30,0,0,0,0,0,0
2014,8,1,4,0,0,0,0,0,0,0
2014,8,1,4,30,0,0,0,0,0,0
2014,8,1,5,0,17,119,23,17,119,23
2014,8,1,5,30,48,286,89,48,286,89
2014,8,1,6,0,69,431,171,84,182,127
2014,8,1,6,30,86,533,261,128,200,193
2014,8,1,7,0,99,608,353,163,244,265
2014,8,1,7,30,110,664,445,211,244,334
2014,8,1,8,0,120,707,533,120,707,533
2014,8,1,8,30,127,741,615,127,741,615
2014,8,1,9,0,133,766,689,133,766,689
2014,8,1,9,30,139,786,754,256,521,664
2014,8,1,10,0,143,801,808,314,479,712
2014,8,1,10,30,146,811,849,289,529,748
2014,8,1,11,0,148,817,878,359,448,760
2014,8,1,11,30,149,820,893,310,510,773
2014,8,1,12,0,149,819,895,362,473,793
2014,8,1,12,30,149,815,883,295,541,783
2014,8,1,13,0,147,807,857,420,259,648
2014,8,1,13,30,145,796,818,375,287,618
2014,8,1,14,0,142,780,768,150,0,150
2014,8,1,14,30,137,760,706,137,0,137
2014,8,1,15,0,132,734,634,284,332,512
2014,8,1,15,30,125,702,555,246,329,448
2014,8,1,16,0,117,660,469,225,202,333
2014,8,1,16,30,107,607,380,185,187,269
2014,8,1,17,0,94,540,289,135,32,147
2014,8,1,17,30,78,452,200,98,14,102
2014,8,1,18,0,56,346,118,60,0,60
2014,8,1,18,30,36,169,51,26,0,26
2014,8,1,19,0,0,0,0,0,0,0
2014,8,1,19,30,0,0,0,0,0,0
2014,8,1,20,0,0,0,0,0,0,0
2014,8,1,20,30,0,0,0,0,0,0
2014,8,1,21,0,0,0,0,0,0,0
2014,8,1,21,30,0,0,0,0,0,0
2014,8,1,22,0,0,0,0,0,0,0
2014,8,1,22,30,0,0,0,0,0,0
2014,8,1,23,0,0,0,0,0,0,0
2014,8,1,23,30,0,0,0,0,0,0
2014,8,2,0,0,0,0,0,0,0,0
2014,8,2,0,30,0,0,0,0,0,0
2014,8,2,1,0,0,0,0,0,0,0
2014,8,2,1,30,0,0,0,0,0,0
2014,8,2,2,0,0,0,0,0,0,0
2014,8,2,2,30,0,0,0,0,0,0
2014,8,2,3,0,0,0,0,0,0,0
2014,8,2,3,30,0,0,0,0,0,0
2014,8,2,4,0,0,0,0,0,0,0
2014,8,2,4,30,0,0,0,0,0,0
2014,8,2,5,0,16,110,21,4,0,4
2014,8,2,5,30,46,276,85,18,0,18
2014,8,2,6,0,67,422,166,35,0,35
2014,8,2,6,30,84,525,255,54,0,54
2014,8,2,7,0,98,601,347,75,0,75
2014,8,2,7,30,109,658,438,95,0,95
2014,8,2,8,0,118,702,526,101,0,101
2014,8,2,8,30,125,736,608,117,0,117
2014,8,2,9,0,131,762,682,200,7,205
2014,8,2,9,30,137,782,747,217,10,225
2014,8,2,10,0,141,797,801,308,24,328
2014,8,2,10,30,144,808,844,322,28,346
2014,8,2,11,0,146,815,873,318,21,337
2014,8,2,11,30,147,819,889,321,24,343
2014,8,2,12,0,147,818,891,341,24,363
2014,8,2,12,30,147,815,879,333,27,358
2014,8,2,13,0,145,807,854,250,11,260
2014,8,2,13,30,143,796,815,238,12,249
2014,8,2,14,0,140,781,764,382,164,513
2014,8,2,14,30,136,760,702,341,175,471
2014,8,2,15,0,130,734,630,208,7,213
2014,8,2,15,30,123,701,551,184,3,186
2014,8,2,16,0,115,658,465,144,0,144
2014,8,2,16,30,105,605,375,116,0,116
2014,8,2,17,0,92,536,284,50,0,50
2014,8,2,17,30,76,447,196,34,0,34
2014,8,2,18,0,54,340,114,20,0,20
2014,8,2,18,30,35,164,49,8,0,8
2014,8,2,19,0,0,0,0,0,0,0
2014,8,2,19,30,0,0,0,0,0,0
2014,8,2,20,0,0,0,0,0,0,0
2014,8,2,20,30,0,0,0,0,0,0
2014,8,2,21,0,0,0,0,0,0,0
2014,8,2,21,30,0,0,0,0,0,0
2014,8,2,22,0,0,0,0,0,0,0
2014,8,2,22,30,0,0,0,0,0,0
2014,8,2,23,0,0,0,0,0,0,0
2014,8,2,23,30,0,0,0,0,0,0
2014,8,3,0,0,0,0,0,0,0,0
2014,8,3,0,30,0,0,0,0,0,0
2014,8,3,1,0,0,0,0,0,0,0
2014,8,3,1,30,0,0,0,0,0,0
2014,8,3,2,0,0,0,0,0,0,0
2014,8,3,2,30,0,0,0,0,0,0
2014,8,3,3,0,0,0,0,0,0,0
2014,8,3,3,30,0,0,0,0,0,0
2014,8,3,4,0,0,0,0,0,0,0
2014,8,3,4,30,0,0,0,0,0,0
2014,8,3,5,0,15,103,20,6,0,6
2014,8,3,5,30,45,272,83,27,0,27
2014,8,3,6,0,66,420,163,53,0,53
2014,8,3,6,30,83,524,252,82,0,82
2014,8,3,7,0,96,601,344,168,106,212
2014,8,3,7,30,107,658,435,212,110,268
2014,8,3,8,0,116,702,523,242,62,278
2014,8,3,8,30,123,736,605,278,66,322
2014,8,3,9,0,130,763,680,266,24,283
2014,8,3,9,30,135,783,745,289,27,310
2014,8,3,10,0,139,798,799,395,108,485
2014,8,3,10,30,142,809,841,404,122,510
2014,8,3,11,0,144,815,870,383,385,726
2014,8,3,11,30,145,819,885,333,449,739
2014,8,3,12,0,145,818,887,335,448,741
2014,8,3,12,30,145,815,875,380,51,426
2014,8,3,13,0,143,807,850,374,44,413
2014,8,3,13,30,141,796,811,353,49,394
2014,8,3,14,0,138,781,761,325,37,355
2014,8,3,14,30,134,761,699,297,39,326
2014,8,3,15,0,128,735,627,290,297,493
2014,8,3,15,30,122,702,548,249,298,430
2014,8,3,16,0,113,659,462,210,287,362
2014,8,3,16,30,103,606,373,172,271,292
2014,8,3,17,0,91,537,282,60,0,60
2014,8,3,17,30,75,449,194,41,0,41
2014,8,3,18,0,53,342,112,23,0,23
2014,8,3,18,30,34,166,48,10,0,10
2014,8,3,19,0,0,0,0,0,0,0
2014,8,3,19,30,0,0,0,0,0,0
2014,8,3,20,0,0,0,0,0,0,0
2014,8,3,20,30,0,0,0,0,0,0
2014,8,3,21,0,0,0,0,0,0,0
2014,8,3,21,30,0,0,0,0,0,0
2014,8,3,22,0,0,0,0,0,0,0
2014,8,3,22,30,0,0,0,0,0,0
2014,8,3,23,0,0,0,0,0,0,0
2014,8,3,23,30,0,0,0,0,0,0
2014,8,4,0,0,0,0,0,0,0,0
2014,8,4,0,30,0,0,0,0,0,0
2014,8,4,1,0,0,0,0,0,0,0
2014,8,4,1,30,0,0,0,0,0,0
2014,8,4,2,0,0,0,0,0,0,0
2014,8,4,2,30,0,0,0,0,0,0
2014,8,4,3,0,0,0,0,0,0,0
2014,8,4,3,30,0,0,0,0,0,0
2014,8,4,4,0,0,0,0,0,0,0
2014,8,4,4,30,0,0,0,0,0,0
2014,8,4,5,0,14,99,18,14,99,18
2014,8,4,5,30,44,272,81,44,272,81
2014,8,4,6,0,65,424,162,80,46,91
2014,8,4,6,30,82,531,252,122,59,141
2014,8,4,7,0,95,608,345,95,608,345
2014,8,4,7,30,106,667,437,106,667,437
2014,8,4,8,0,115,712,526,115,712,526
2014,8,4,8,30,122,747,609,122,747,609
2014,8,4,9,0,128,774,685,128,774,685
2014,8,4,9,30,133,795,751,133,795,751
2014,8,4,10,0,137,810,806,137,810,806
2014,8,4,10,30,140,821,849,140,821,849
2014,8,4,11,0,143,828,879,143,828,879
2014,8,4,11,30,144,832,895,144,832,895
2014,8,4,12,0,144,832,897,389,349,705
2014,8,4,12,30,144,828,885,384,347,696
2014,8,4,13,0,142,821,859,403,312,675
2014,8,4,13,30,140,810,820,359,340,645
2014,8,4,14,0,137,795,769,137,795,769
2014,8,4,14,30,132,774,706,132,774,706
2014,8,4,15,0,127,748,633,127,748,633
2014,8,4,15,30,121,714,553,121,714,553
2014,8,4,16,0,112,672,466,112,672,466
2014,8,4,16,30,102,618,375,102,618,375
2014,8,4,17,0,90,548,283,90,548,283
2014,8,4,17,30,74,458,194,74,458,194
2014,8,4,18,0,52,351,111,52,351,111
2014,8,4,18,30,34,174,47,47,0,47
2014,8,4,19,0,0,0,0,0,0,0
2014,8,4,19,30,0,0,0,0,0,0
2014,8,4,20,0,0,0,0,0,0,0
2014,8,4,20,30,0,0,0,0,0,0
2014,8,4,21,0,0,0,0,0,0,0
2014,8,4,21,30,0,0,0,0,0,0
2014,8,4,22,0,0,0,0,0,0,0
2014,8,4,22,30,0,0,0,0,0,0
2014,8,4,23,0,0,0,0,0,0,0
2014,8,4,23,30,0,0,0,0,0,0
2014,8,5,0,0,0,0,0,0,0,0
2014,8,5,0,30,0,0,0,0,0,0
2014,8,5,1,0,0,0,0,0,0,0
2014,8,5,1,30,0,0,0,0,0,0
2014,8,5,2,0,0,0,0,0,0,0
2014,8,5,2,30,0,0,0,0,0,0
2014,8,5,3,0,0,0,0,0,0,0
2014,8,5,3,30,0,0,0,0,0,0
2014,8,5,4,0,0,0,0,0,0,0
2014,8,5,4,30,0,0,0,0,0,0
2014,8,5,5,0,13,96,17,13,96,17
2014,8,5,5,30,44,276,81,44,276,81
2014,8,5,6,0,65,434,163,65,434,163
2014,8,5,6,30,81,542,254,81,542,254
2014,8,5,7,0,95,621,348,95,621,348
2014,8,5,7,30,105,680,441,105,680,441
2014,8,5,8,0,114,725,531,114,725,531
2014,8,5,8,30,121,760,615,121,760,615
2014,8,5,9,0,127,786,691,127,786,691
2014,8,5,9,30,132,806,757,132,806,757
2014,8,5,10,0,136,822,812,136,822,812
2014,8,5,10,30,139,832,855,139,832,855
2014,8,5,11,0,141,839,885,141,839,885
2014,8,5,11,30,142,842,901,142,842,901
2014,8,5,12,0,143,842,903,143,842,903
2014,8,5,12,30,142,838,890,142,838,890
2014,8,5,13,0,141,831,864,141,831,864
2014,8,5,13,30,139,820,825,139,820,825
2014,8,5,14,0,135,804,773,135,804,773
2014,8,5,14,30,131,784,710,131,784,710
2014,8,5,15,0,126,758,637,126,758,637
2014,8,5,15,30,119,724,555,119,724,555
2014,8,5,16,0,111,682,468,111,682,468
2014,8,5,16,30,101,627,376,101,627,376
2014,8,5,17,0,89,557,283,89,557,283
2014,8,5,17,30,73,466,193,73,466,193
2014,8,5,18,0,50,358,110,50,358,110
2014,8,5,18,30,34,183,47,47,0,47
2014,8,5,19,0,0,0,0,0,0,0
2014,8,5,19,30,0,0,0,0,0,0
2014,8,5,20,0,0,0,0,0,0,0
2014,8,5,20,30,0,0,0,0,0,0
2014,8,5,21,0,0,0,0,0,0,0
2014,8,5,21,30,0,0,0,0,0,0
2014,8,5,22,0,0,0,0,0,0,0
2014,8,5,22,30,0,0,0,0,0,0
2014,8,5,23,0,0,0,0,0,0,0
2014,8,5,23,30,0,0,0,0,0,0
2014,8,6,0,0,0,0,0,0,0,0
2014,8,6,0,30,0,0,0,0,0,0
2014,8,6,1,0,0,0,0,0,0,0
2014,8,6,1,30,0,0,0,0,0,0
2014,8,6,2,0,0,0,0,0,0,0
2014,8,6,2,30,0,0,0,0,0,0
2014,8,6,3,0,0,0,0,0,0,0
2014,8,6,3,30,0,0,0,0,0,0
2014,8,6,4,0,0,0,0,0,0,0
2014,8,6,4,30,0,0,0,0,0,0
2014,8,6,5,0,12,86,15,8,0,8
2014,8,6,5,30,42,266,77,39,6,40
2014,8,6,6,0,63,424,158,76,26,82
2014,8,6,6,30,80,533,248,116,39,128
2014,8,6,7,0,93,612,341,165,137,221
2014,8,6,7,30,103,672,433,211,142,281
2014,8,6,8,0,112,717,523,229,335,422
2014,8,6,8,30,119,753,607,262,350,489
2014,8,6,9,0,125,780,683,266,447,586
2014,8,6,9,30,130,801,749,266,487,643
2014,8,6,10,0,134,817,804,134,817,804
2014,8,6,10,30,137,828,848,137,828,848
2014,8,6,11,0,139,836,878,355,451,754
2014,8,6,11,30,140,840,894,314,506,769
2014,8,6,12,0,140,840,897,314,506,771
2014,8,6,12,30,140,837,885,310,506,761
2014,8,6,13,0,139,830,860,240,12,251
2014,8,6,13,30,136,820,821,230,10,239
2014,8,6,14,0,133,805,770,218,8,225
2014,8,6,14,30,129,785,707,202,6,206
2014,8,6,15,0,124,760,634,242,20,256
2014,8,6,15,30,118,727,553,213,17,223
2014,8,6,16,0,110,685,466,51,0,51
2014,8,6,16,30,100,631,374,41,0,41
2014,8,6,17,0,87,561,282,87,561,282
2014,8,6,17,30,71,471,191,71,471,191
2014,8,6,18,0,49,365,108,49,365,108
2014,8,6,18,30,34,199,48,48,0,48
2014,8,6,19,0,0,0,0,0,0,0
2014,8,6,19,30,0,0,0,0,0,0
2014,8,6,20,0,0,0,0,0,0,0
2014,8,6,20,30,0,0,0,0,0,0
2014,8,6,21,0,0,0,0,0,0,0
2014,8,6,21,30,0,0,0,0,0,0
2014,8,6,22,0,0,0,0,0,0,0
2014,8,6,22,30,0,0,0,0,0,0
2014,8,6,23,0,0,0,0,0,0,0
2014,8,6,23,30,0,0,0,0,0,0
2014,8,7,0,0,0,0,0,0,0,0
2014,8,7,0,30,0,0,0,0,0,0
2014,8,7,1,0,0,0,0,0,0,0
2014,8,7,1,30,0,0,0,0,0,0
2014,8,7,2,0,0,0,0,0,0,0
2014,8,7,2,30,0,0,0,0,0,0
2014,8,7,3,0,0,0,0,0,0,0
2014,8,7,3,30,0,0,0,0,0,0
2014,8,7,4,0,0,0,0,0,0,0
2014,8,7,4,30,0,0,0,0,0,0
2014,8,7,5,0,12,88,15,12,88,15
2014,8,7,5,30,43,281,79,43,281,79
2014,8,7,6,0,64,446,162,64,446,162
2014,8,7,6,30,80,557,254,80,557,254
2014,8,7,7,0,93,636,349,93,636,349
2014,8,7,7,30,103,694,443,103,694,443
2014,8,7,8,0,112,739,533,112,739,533
2014,8,7,8,30,119,773,617,119,773,617
2014,8,7,9,0,125,799,694,125,799,694
2014,8,7,9,30,129,819,760,129,819,760
2014,8,7,10,0,133,833,816,133,833,816
2014,8,7,10,30,136,843,858,136,843,858
2014,8,7,11,0,138,850,887,387,49,430
2014,8,7,11,30,139,852,903,390,53,438
2014,8,7,12,0,139,852,904,54,0,54
2014,8,7,12,30,139,848,892,53,0,53
2014,8,7,13,0,137,841,866,137,841,866
2014,8,7,13,30,135,830,826,135,830,826
2014,8,7,14,0,132,815,774,336,375,632
2014,8,7,14,30,128,795,711,295,390,580
2014,8,7,15,0,123,769,637,274,343,504
2014,8,7,15,30,116,737,556,242,331,440
2014,8,7,16,0,108,695,468,218,194,318
2014,8,7,16,30,99,642,376,180,174,255
2014,8,7,17,0,86,572,282,86,572,282
2014,8,7,17,30,70,481,191,70,481,191
2014,8,7,18,0,48,376,107,48,376,107
2014,8,7,18,30,34,230,49,49,0,49
2014,8,7,19,0,0,0,0,0,0,0
2014,8,7,19,30,0,0,0,0,0,0
2014,8,7,20,0,0,0,0,0,0,0
2014,8,7,20,30,0,0,0,0,0,0
2014,8,7,21,0,0,0,0,0,0,0
2014,8,7,21,30,0,0,0,0,0,0
2014,8,7,22,0,0,0,0,0,0,0
2014,8,7,22,30,0,0,0,0,0,0
2014,8,7,23,0,0,0,0,0,0,0
2014,8,7,23,30,0,0,0,0,0,0
2014,8,8,0,0,0,0,0,0,0,0
2014,8,8,0,30,0,0,0,0,0,0
2014,8,8,1,0,0,0,0,0,0,0
2014,8,8,1,30,0,0,0,0,0,0
2014,8,8,2,0,0,0,0,0,0,0
2014,8,8,2,30,0,0,0,0,0,0
2014,8,8,3,0,0,0,0,0,0,0
2014,8,8,3,30,0,0,0,0,0,0
2014,8,8,4,0,0,0,0,0,0,0
2014,8,8,4,30,0,0,0,0,0,0
2014,8,8,5,0,10,78,13,10,78,13
2014,8,8,5,30,41,273,76,41,273,76
2014,8,8,6,0,62,440,158,62,440,158
2014,8,8,6,30,78,553,250,78,553,250
2014,8,8,7,0,91,634,345,91,634,345
2014,8,8,7,30,102,694,439,102,694,439
2014,8,8,8,0,110,740,531,110,740,531
2014,8,8,8,30,117,775,616,117,775,616
2014,8,8,9,0,123,802,693,123,802,693
2014,8,8,9,30,128,823,761,128,823,761
2014,8,8,10,0,132,839,817,132,839,817
2014,8,8,10,30,135,850,861,135,850,861
2014,8,8,11,0,137,857,891,137,857,891
2014,8,8,11,30,138,860,907,138,860,907
2014,8,8,12,0,138,860,909,138,860,909
2014,8,8,12,30,137,857,896,137,857,896
2014,8,8,13,0,136,849,870,136,849,870
2014,8,8,13,30,134,838,830,134,838,830
2014,8,8,14,0,131,823,777,131,823,777
2014,8,8,14,30,127,803,713,127,803,713
2014,8,8,15,0,121,777,639,121,777,639
2014,8,8,15,30,115,743,556,115,743,556
2014,8,8,16,0,107,701,467,107,701,467
2014,8,8,16,30,97,646,374,97,646,374
2014,8,8,17,0,85,576,280,85,576,280
2014,8,8,17,30,69,484,189,69,484,189
2014,8,8,18,0,46,381,105,46,381,105
2014,8,8,18,30,0,0,0,0,0,0
2014,8,8,19,0,0,0,0,0,0,0
2014,8,8,19,30,0,0,0,0,0,0
2014,8,8,20,0,0,0,0,0,0,0
2014,8,8,20,30,0,0,0,0,0,0
2014,8,8,21,0,0,0,0,0,0,0
2014,8,8,21,30,0,0,0,0,0,0
2014,8,8,22,0,0,0,0,0,0,0
2014,8,8,22,30,0,0,0,0,0,0
2014,8,8,23,0,0,0,0,0,0,0
2014,8,8,23,30,0,0,0,0,0,0
2014,8,9,0,0,0,0,0,0,0,0
2014,8,9,0,30,0,0,0,0,0,0
2014,8,9,1,0,0,0,0,0,0,0
2014,8,9,1,30,0,0,0,0,0,0
2014,8,9,2,0,0,0,0,0,0,0
2014,8,9,2,30,0,0,0,0,0,0
2014,8,9,3,0,0,0,0,0,0,0
2014,8,9,3,30,0,0,0,0,0,0
2014,8,9,4,0,0,0,0,0,0,0
2014,8,9,4,30,0,0,0,0,0,0
2014,8,9,5,0,9,70,12,9,70,12
2014,8,9,5,30,41,269,73,41,269,73
2014,8,9,6,0,61,440,156,61,440,156
2014,8,9,6,30,77,554,248,77,554,248
2014,8,9,7,0,90,635,343,90,635,343
2014,8,9,7,30,100,695,437,100,695,437
2014,8,9,8,0,109,741,528,109,741,528
2014,8,9,8,30,116,776,613,116,776,613
2014,8,9,9,0,122,803,691,122,803,691
2014,8,9,9,30,126,824,758,126,824,758
2014,8,9,10,0,130,840,814,130,840,814
2014,8,9,10,30,133,851,858,133,851,858
2014,8,9,11,0,135,858,888,135,858,888
2014,8,9,11,30,136,861,904,136,861,904
2014,8,9,12,0,136,861,906,136,861,906
2014,8,9,12,30,136,858,894,136,858,894
2014,8,9,13,0,134,851,867,134,851,867
2014,8,9,13,30,132,840,827,132,840,827
2014,8,9,14,0,129,825,775,129,825,775
2014,8,9,14,30,125,805,710,125,805,710
2014,8,9,15,0,120,779,636,120,779,636
2014,8,9,15,30,113,745,553,113,745,553
2014,8,9,16,0,105,703,464,105,703,464
2014,8,9,16,30,96,647,371,173,227,270
2014,8,9,17,0,84,576,277,125,228,201
2014,8,9,17,30,68,483,185,93,171,135
2014,8,9,18,0,44,381,102,44,381,102
2014,8,9,18,30,0,0,0,0,0,0
2014,8,9,19,0,0,0,0,0,0,0
2014,8,9,19,30,0,0,0,0,0,0
2014,8,9,20,0,0,0,0,0,0,0
2014,8,9,20,30,0,0,0,0,0,0
2014,8,9,21,0,0,0,0,0,0,0
2014,8,9,21,30,0,0,0,0,0,0
2014,8,9,22,0,0,0,0,0,0,0
2014,8,9,22,30,0,0,0,0,0,0
2014,8,9,23,0,0,0,0,0,0,0
2014,8,9,23,30,0,0,0,0,0,0
2014,8,10,0,0,0,0,0,0,0,0
2014,8,10,0,30,0,0,0,0,0,0
2014,8,10,1,0,0,0,0,0,0,0
2014,8,10,1,30,0,0,0,0,0,0
2014,8,10,2,0,0,0,0,0,0,0
2014,8,10,2,30,0,0,0,0,0,0
2014,8,10,3,0,0,0,0,0,0,0
2014,8,10,3,30,0,0,0,0,0,0
2014,8,10,4,0,0,0,0,0,0,0
2014,8,10,4,30,0,0,0,0,0,0
2014,8,10,5,0,8,62,10,8,62,10
2014,8,10,5,30,40,265,71,40,265,71
2014,8,10,6,0,60,440,154,60,440,154
2014,8,10,6,30,76,555,246,76,555,246
2014,8,10,7,0,89,638,341,89,638,341
2014,8,10,7,30,99,699,436,99,699,436
2014,8,10,8,0,108,745,527,108,745,527
2014,8,10,8,30,114,780,613,114,780,613
2014,8,10,9,0,120,807,690,120,807,690
2014,8,10,9,30,125,828,758,125,828,758
2014,8,10,10,0,128,843,814,128,843,814
2014,8,10,10,30,131,854,857,131,854,857
2014,8,10,11,0,133,861,887,133,861,887
2014,8,10,11,30,134,863,902,134,863,902
2014,8,10,12,0,134,863,904,134,863,904
2014,8,10,12,30,134,859,891,307,534,778
2014,8,10,13,0,132,851,863,319,507,754
2014,8,10,13,30,130,839,822,276,536,718
2014,8,10,14,0,127,823,769,127,823,769
2014,8,10,14,30,123,802,704,123,802,704
2014,8,10,15,0,118,775,629,118,775,629
2014,8,10,15,30,111,741,546,111,741,546
2014,8,10,16,0,104,697,457,104,697,457
2014,8,10,16,30,94,641,364,94,641,364
2014,8,10,17,0,82,569,271,82,569,271
2014,8,10,17,30,66,476,180,66,476,180
2014,8,10,18,0,42,376,98,42,376,98
2014,8,10,18,30,0,0,0,0,0,0
2014,8,10,19,0,0,0,0,0,0,0
2014,8,10,19,30,0,0,0,0,0,0
2014,8,10,20,0,0,0,0,0,0,0
2014,8,10,20,30,0,0,0,0,0,0
2014,8,10,21,0,0,0,0,0,0,0
2014,8,10,21,30,0,0,0,0,0,0
2014,8,10,22,0,0,0,0,0,0,0
2014,8,10,22,30,0,0,0,0,0,0
2014,8,10,23,0,0,0,0,0,0,0
2014,8,10,23,30,0,0,0,0,0,0
2014,8,11,0,0,0,0,0,0,0,0
2014,8,11,0,30,0,0,0,0,0,0
2014,8,11,1,0,0,0,0,0,0,0
2014,8,11,1,30,0,0,0,0,0,0
2014,8,11,2,0,0,0,0,0,0,0
2014,8,11,2,30,0,0,0,0,0,0
2014,8,11,3,0,0,0,0,0,0,0
2014,8,11,3,30,0,0,0,0,0,0
2014,8,11,4,0,0,0,0,0,0,0
2014,8,11,4,30,0,0,0,0,0,0
2014,8,11,5,0,7,52,9,7,52,9
2014,8,11,5,30,39,257,68,39,257,68
2014,8,11,6,0,59,433,150,59,433,150
2014,8,11,6,30,75,549,241,75,549,241
2014,8,11,7,0,87,630,335,87,630,335
2014,8,11,7,30,97,691,428,97,691,428
2014,8,11,8,0,106,736,519,106,736,519
2014,8,11,8,30,112,771,603,112,771,603
2014,8,11,9,0,118,798,679,118,798,679
2014,8,11,9,30,123,818,746,123,818,746
2014,8,11,10,0,126,833,801,126,833,801
2014,8,11,10,30,129,844,844,129,844,844
2014,8,11,11,0,131,850,873,131,850,873
2014,8,11,11,30,132,853,889,132,853,889
2014,8,11,12,0,132,853,890,293,16,308
2014,8,11,12,30,131,849,878,288,18,304
2014,8,11,13,0,130,841,851,418,143,541
2014,8,11,13,30,128,830,811,388,154,516
2014,8,11,14,0,125,815,758,125,815,758
2014,8,11,14,30,121,794,694,121,794,694
2014,8,11,15,0,116,768,620,154,0,154
2014,8,11,15,30,109,734,538,134,0,134
2014,8,11,16,0,102,691,450,102,691,450
2014,8,11,16,30,92,636,358,92,636,358
2014,8,11,17,0,80,564,265,80,564,265
2014,8,11,17,30,64,470,175,64,470,175
2014,8,11,18,0,40,374,94,40,374,94
2014,8,11,18,30,0,0,0,0,0,0
2014,8,11,19,0,0,0,0,0,0,0
2014,8,11,19,30,0,0,0,0,0,0
2014,8,11,20,0,0,0,0,0,0,0
2014,8,11,20,30,0,0,0,0,0,0
2014,8,11,21,0,0,0,0,0,0,0
2014,8,11,21,30,0,0,0,0,0,0
2014,8,11,22,0,0,0,0,0,0,0
2014,8,11,22,30,0,0,0,0,0,0
2014,8,11,23,0,0,0,0,0,0,0
2014,8,11,23,30,0,0,0,0,0,0
2014,8,12,0,0,0,0,0,0,0,0
2014,8,12,0,30,0,0,0,0,0,0
2014,8,12,1,0,0,0,0,0,0,0
2014,8,12,1,30,0,0,0,0,0,0
2014,8,12,2,0,0,0,0,0,0,0
2014,8,12,2,30,0,0,0,0,0,0
2014,8,12,3,0,0,0,0,0,0,0
2014,8,12,3,30,0,0,0,0,0,0
2014,8,12,4,0,0,0,0,0,0,0
2014,8,12,4,30,0,0,0,0,0,0
2014,8,12,5,0,6,42,7,5,11,5
2014,8,12,5,30,38,251,66,38,98,49
2014,8,12,6,0,58,432,147,71,187,110
2014,8,12,6,30,74,550,238,113,216,178
2014,8,12,7,0,86,633,333,84,612,322
2014,8,12,7,30,96,695,428,111,635,414
2014,8,12,8,0,104,741,519,174,505,457
2014,8,12,8,30,111,777,604,200,523,532
2014,8,12,9,0,117,805,681,300,334,534
2014,8,12,9,30,121,827,750,323,348,588
2014,8,12,10,0,125,843,806,391,183,540
2014,8,12,10,30,128,855,850,404,194,569
2014,8,12,11,0,130,862,880,398,334,689
